year,month,day,final_six_figure_odds,one_move_1_num,one_move_2_num,one_move_3_num,one_move_4_num,one_move_5_num,one_move_6_num,one_move_7_num,two_move_1_num,two_move_2_num,two_move_3_num,two_move_4_num,two_move_5_num,two_move_6_num,two_move_7_num
2023,11,6,273359,32,33,45,38,17,6,31,8,33,39,10,15,9,26
2023,14,6,73024,22,16,19,36,45,12,8,32,8,20,30,34,3,24
2023,21,6,594532,22,4,46,8,23,45,12,39,49,2,9,32,7,5
2023,18,6,629324,12,1,8,44,32,35,31,40,42,19,35,10,23,48
2023,16,6,421533,13,26,48,8,19,16,23,15,2,13,32,36,26,46
2023,28,6,852113,41,29,30,40,19,5,2,18,12,15,20,37,4,14
2023,23,6,581401,34,33,44,24,12,23,35,22,16,30,17,9,14,33
2023,25,6,950010,2,41,46,23,43,12,10,7,43,22,48,10,16,31
2023,30,6,959067,9,5,30,13,11,4,36,36,38,22,42,3,8,16
2023,19,7,471466,4,6,43,39,38,18,26,48,15,28,39,38,9,12
2023,5,7,477655,34,9,43,44,12,49,28,35,6,47,44,29,2,23
2023,2,7,361504,20,42,6,5,46,47,7,29,19,46,40,32,12,16
2023,9,7,633942,28,42,10,12,14,30,40,11,1,49,20,32,26,38
2023,12,7,903474,26,45,23,16,42,43,21,6,17,22,37,47,20,3
2023,16,7,965913,45,39,35,20,48,34,3,16,8,46,39,45,41,12
2023,14,7,254095,1,33,32,23,28,45,36,9,20,17,30,26,43,31
2023,26,7,122307,29,22,34,27,14,37,19,8,38,25,39,23,48,22
2023,23,7,580204,17,30,7,42,32,45,40,11,19,37,38,26,17,39
2023,7,7,83279,43,21,25,28,38,4,45,13,11,14,5,49,9,48
2023,30,7,119860,41,44,19,11,2,49,35,44,6,48,7,43,2,20
2023,28,7,41742,34,28,44,48,4,49,47,39,47,5,48,28,44,37
2023,21,7,722762,24,47,27,10,11,16,20,44,35,42,36,27,41,32
2023,6,8,567829,11,17,15,6,39,10,22,48,41,44,31,15,1,47
2023,13,8,839948,23,35,46,24,8,2,39,27,8,17,40,4,28,46
2023,11,8,716118,18,6,7,47,34,17,3,32,31,44,42,36,29,46
2023,2,8,724279,16,22,27,25,30,43,45,22,16,48,11,31,17,35
2023,4,8,406046,13,14,4,27,16,10,30,32,8,43,17,25,38,1
2023,23,8,835291,29,14,31,37,41,18,38,7,42,44,11,45,48,14
2023,25,8,872972,13,11,39,35,20,37,31,7,36,20,12,8,26,35
2023,30,8,474917,29,28,12,3,46,31,10,28,47,25,31,3,49,34
2023,9,8,855282,10,31,7,43,46,13,6,16,20,10,46,41,8,44
2023,18,8,993322,2,14,28,29,24,18,33,25,33,13,30,18,19,14
2023,16,8,337978,23,29,12,39,4,41,22,3,28,8,32,35,42,24
2023,1,9,568705,41,24,39,42,46,38,12,45,22,47,10,36,30,48
2023,20,8,767634,15,47,48,46,37,4,27,48,39,11,46,49,21,16
2023,6,9,150464,3,15,16,32,21,24,6,33,6,25,14,48,44,16
2023,8,9,814710,46,30,31,49,18,32,16,36,3,17,15,49,27,10
2023,10,9,937125,37,4,39,48,3,28,36,3,17,42,6,29,14,18
2023,15,9,651093,23,42,40,39,30,36,46,33,11,28,16,49,26,29
2023,13,9,103575,31,37,6,23,12,32,15,5,45,39,37,32,41,23
2023,17,9,846842,34,7,5,11,35,18,15,16,1,2,25,9,29,33
2023,24,9,970334,37,43,38,1,30,25,32,44,47,16,28,22,5,35
2023,20,9,74102,4,36,24,39,10,48,1,42,48,2,44,27,39,14
2023,27,9,365580,29,44,24,34,31,27,41,43,25,33,46,28,23,32
2023,22,9,445042,45,43,40,46,7,25,21,32,48,11,40,22,27,19
2023,3,9,731064,37,24,35,25,16,36,28,39,11,6,33,12,1,21
2023,6,10,137252,48,40,17,49,41,35,16,2,1,4,28,47,23,38
2023,13,10,747335,8,3,30,13,45,21,27,22,21,43,33,23,2,15
2023,8,10,407741,35,41,39,14,36,49,48,37,36,30,29,23,17,7
2023,1,10,998666,23,40,38,3,26,13,42,33,41,39,48,43,11,12
2023,11,10,302300,9,39,24,16,47,44,8,21,3,11,25,18,9,24
2023,29,9,435448,49,29,16,4,30,9,21,22,25,39,20,6,24,37
2023,4,10,193640,49,28,18,21,23,33,42,28,16,41,4,20,27,29
2023,22,10,795225,15,32,44,10,36,1,33,48,30,20,38,40,9,35
2023,25,10,533532,5,33,26,29,45,34,40,39,25,11,10,1,22,21
2023,15,10,315492,22,37,32,6,35,1,44,21,47,1,5,29,25,8
2023,29,10,901798,44,28,10,16,14,19,9,12,16,43,34,45,41,4
2023,18,10,491374,25,10,28,34,21,46,4,35,20,13,12,9,36,11
2023,1,11,851782,40,28,22,2,33,38,45,31,43,44,33,32,35,48
2023,27,10,474952,24,31,14,41,8,49,30,9,30,8,2,20,15,5
2023,3,11,489101,9,17,25,1,49,24,20,1,39,19,7,42,3,15
2023,8,11,361738,25,33,36,11,40,14,43,7,49,24,33,13,36,31
2023,17,11,589393,18,38,31,29,20,25,3,31,28,6,16,5,4,9
2023,5,11,987415,14,15,13,4,9,5,48,3,39,45,10,7,2,19
2023,10,11,226793,37,8,30,49,31,1,19,49,16,36,39,27,26,6
2023,20,10,211955,33,19,35,10,7,2,34,29,44,39,22,43,17,38
2023,15,11,90325,11,46,23,24,8,16,19,12,9,8,3,47,33,34
2023,26,11,137242,3,10,38,21,1,44,42,48,23,24,40,5,37,17
2023,19,11,685211,29,17,3,49,31,47,14,42,27,30,43,7,38,31
2023,1,12,135363,47,49,13,17,28,11,25,34,49,9,6,12,10,3
2023,22,11,142976,24,1,36,39,2,46,22,28,49,46,4,36,21,41
2023,29,11,310737,38,46,43,35,5,1,20,25,45,42,38,32,13,26
2023,12,11,167352,21,23,6,22,15,3,33,24,18,45,48,9,46,43
2023,24,11,210561,6,2,12,19,9,32,4,47,13,9,44,1,4,26
2023,3,12,699982,27,41,42,17,18,43,24,47,10,19,14,17,36,29
2023,10,12,642307,13,35,48,3,23,29,44,23,29,46,30,33,9,41
2023,13,12,74563,19,12,18,21,10,48,2,41,7,46,6,5,40,9
2023,17,12,545575,17,11,29,37,36,13,38,7,15,8,49,48,10,43
2023,20,12,345973,18,43,38,41,39,8,13,44,10,49,16,1,17,30
2023,27,12,590476,43,10,48,20,36,14,32,20,47,24,17,44,46,27
2023,15,12,115316,46,28,26,47,7,34,39,15,24,21,12,35,39,27
2023,8,12,476279,42,2,34,43,21,16,19,47,5,44,36,2,38,8
2023,29,12,550124,28,9,10,33,27,36,37,15,26,41,25,18,21,14
2023,24,12,357148,4,12,10,43,2,15,13,35,26,30,38,8,13,3
2023,22,12,915561,48,35,46,31,33,34,45,48,14,28,4,30,7,49
2023,6,12,878592,34,25,19,40,17,28,18,20,11,46,30,3,49,42
2023,31,12,908254,42,17,10,7,44,47,8,31,15,49,32,45,7,40
2024,7,1,291814,37,20,16,30,49,9,45,40,13,42,18,6,46,23
2024,5,1,684139,31,17,36,14,48,40,16,37,25,34,27,41,9,24
2024,10,1,395480,1,36,13,27,28,6,43,23,19,40,5,17,36,47
2024,14,1,578491,7,2,10,15,29,9,24,40,30,4,49,29,2,15
2024,17,1,766822,15,25,29,19,49,44,11,6,31,39,29,16,24,28
2024,12,1,973639,33,20,21,35,1,34,32,9,6,26,45,49,8,19
2024,19,1,847376,49,22,26,21,29,14,36,38,44,10,5,36,1,42
2024,3,1,672475,4,28,12,1,30,43,20,30,39,35,21,13,29,27
2024,24,1,51626,19,17,8,22,40,21,25,28,44,11,37,46,32,43
2024,21,1,388761,13,23,34,33,7,42,39,13,5,15,21,25,2,39
2024,26,1,512033,23,5,42,3,6,26,20,49,7,48,22,21,32,43
2024,28,1,722297,40,26,21,42,30,13,35,40,45,36,37,30,39,21
2024,4,2,777066,3,18,15,8,23,5,19,4,33,24,46,17,43,14
2024,2,2,288430,20,30,13,9,47,38,31,4,25,27,3,7,35,1
2024,31,1,343524,16,20,32,33,42,22,47,47,36,19,49,38,3,6
2024,7,2,884799,15,43,41,1,39,34,13,6,20,17,33,31,3,19
2024,14,2,368059,12,47,33,22,10,30,16,1,45,23,39,41,10,5
2024,16,2,135263,41,24,36,44,29,34,28,38,11,8,44,31,13,3
2024,23,2,458408,36,45,42,14,33,30,9,4,32,48,41,27,18,1
2024,9,2,599038,11,28,46,44,41,8,31,20,4,42,30,23,39,49
2024,11,2,51913,19,26,2,1,48,20,39,16,37,10,44,47,30,42
2024,18,2,758038,46,15,35,41,34,20,16,8,14,17,39,24,7,9
2024,25,2,83115,46,40,28,23,27,13,14,10,32,38,25,13,24,39
2024,21,2,390080,41,8,36,1,20,10,31,27,35,4,11,2,25,39
2024,13,3,320584,13,49,9,29,5,19,28,16,23,27,14,19,21,41
2024,3,3,322919,26,28,9,23,14,31,10,2,33,16,39,3,47,31
2024,1,3,262802,17,42,46,26,5,47,32,8,13,12,28,18,24,48
2024,6,3,509261,13,7,9,2,36,18,31,38,7,43,29,3,35,45
2024,8,3,675770,36,13,5,48,24,49,40,26,14,34,18,1,25,28
2024,20,3,629407,29,47,35,34,12,6,21,6,1,41,21,34,32,19
2024,24,3,339286,37,39,22,42,45,14,31,1,12,44,16,46,15,45
2024,17,3,832419,37,26,45,42,16,13,27,25,4,20,5,3,38,42
2024,15,3,287128,33,17,4,23,31,21,34,25,41,27,35,26,21,33
2024,27,3,993491,4,49,24,47,12,33,36,32,23,6,46,1,40,25
2024,28,2,866932,35,43,3,5,16,40,1,7,20,29,4,6,39,44
2024,10,3,909540,21,42,44,15,1,30,46,47,37,39,36,35,9,16
2024,5,4,499717,21,41,6,24,28,4,43,11,19,25,15,41,44,28
2024,3,4,425983,39,11,38,21,13,29,49,20,21,34,1,3,48,13
2024,10,4,352395,28,41,29,32,18,37,31,37,35,40,2,21,3,13
2024,12,4,519769,48,9,44,23,17,22,12,27,33,22,1,32,12,36
2024,22,3,298894,17,16,7,38,36,19,24,20,40,18,24,1,45,34
2024,31,3,62989,29,30,1,4,10,9,35,19,1,9,40,22,18,10
2024,29,3,730439,4,42,3,22,21,47,6,8,23,10,4,38,13,34
2024,14,4,607355,47,11,30,36,1,15,24,42,35,6,41,27,29,31
2024,21,4,135788,29,35,2,49,48,33,19,45,7,35,8,48,2,28
2024,19,4,99193,39,12,14,17,44,10,42,41,28,16,39,11,25,36
2024,24,4,378970,42,36,38,1,46,27,3,2,27,16,31,26,35,3
2024,7,4,562144,38,43,49,25,39,24,23,12,41,25,4,46,18,39
2024,1,5,979280,15,31,39,16,1,3,48,13,23,34,9,4,46,10
2024,28,4,384970,46,1,26,48,9,31,45,20,47,19,16,22,40,28
2024,26,4,734742,35,34,14,43,4,24,39,8,5,49,28,45,13,17
2024,3,5,608723,23,7,43,30,36,41,27,23,5,35,42,45,22,32
2024,8,5,407933,47,17,3,40,48,34,31,41,22,2,32,6,28,29
2024,5,5,75036,25,42,13,38,11,20,43,49,8,2,28,1,30,44
2024,17,4,18519,1,17,7,33,35,41,31,43,8,30,49,5,42,28
2024,10,5,287245,19,38,46,32,11,20,16,33,8,5,6,30,38,19
2024,12,5,650851,9,25,29,46,1,12,35,46,20,16,27,34,48,3
2024,15,5,168396,22,47,20,6,44,7,39,45,37,30,20,16,24,29
2024,17,5,20319,29,34,6,42,20,22,10,23,37,33,13,10,29,1
2024,19,5,902519,11,24,18,34,48,20,9,36,18,27,33,45,41,29
2024,22,5,548731,41,32,48,30,29,38,18,31,10,14,29,35,24,19
2024,24,5,202886,44,6,28,18,22,7,19,10,33,14,29,27,34,17
2024,29,5,172372,35,18,38,14,22,4,30,6,20,1,19,13,46,12
2024,26,5,582705,33,39,24,4,31,35,21,29,7,43,49,14,5,45
2024,2,6,736867,18,32,38,7,20,19,37,14,45,6,16,7,44,49
2024,5,6,736567,42,15,46,17,33,41,43,15,43,41,19,49,31,33
2024,7,6,731073,36,31,6,8,3,17,21,3,48,36,44,38,31,16
2024,9,6,862037,19,3,27,45,40,30,23,10,21,36,34,4,48,12
2024,12,6,800241,32,44,9,36,7,29,48,47,12,26,32,8,4,37
2024,16,6,232267,13,36,2,30,21,19,12,49,44,6,20,41,36,32
2024,21,6,864636,45,46,27,36,29,10,34,25,36,7,6,14,21,27
2024,14,6,608720,13,40,21,12,19,48,41,13,26,43,11,21,32,10
2024,19,6,421605,9,38,19,5,27,40,21,38,21,9,10,49,32,37
2024,31,5,511455,30,14,18,31,6,15,39,2,30,10,21,43,22,3
2024,26,6,140287,5,2,24,9,31,47,28,13,40,37,44,38,45,1
2024,3,7,29205,19,5,3,29,18,31,20,39,29,33,48,20,45,43
2024,7,7,726042,2,33,13,7,4,1,31,11,45,41,8,28,5,3
2024,30,6,571314,10,21,41,20,5,28,31,45,31,39,38,6,25,7
2024,10,7,897315,28,48,13,7,49,17,43,9,11,38,7,43,44,5
2024,5,7,94439,37,29,45,12,18,48,13,25,49,12,24,28,31,22
2024,23,6,621236,35,17,4,48,30,29,16,6,30,2,15,9,17,44
2024,21,7,633338,9,29,8,23,31,14,3,37,36,15,38,33,26,46
2024,28,6,575674,8,9,37,44,14,32,5,9,3,31,6,11,23,19
2024,19,7,841642,18,29,35,4,8,6,27,3,35,44,24,25,18,9
2024,24,7,132616,8,37,32,11,1,23,4,15,8,32,33,2,25,19
2024,28,7,406203,23,42,12,26,6,25,33,25,12,40,4,36,44,30
2024,2,8,737874,5,33,49,21,3,23,36,34,24,6,4,9,20,26
2024,26,7,69930,32,3,17,25,18,39,15,37,45,11,27,7,1,43
2024,31,7,598558,21,6,46,27,4,11,34,46,31,38,25,32,19,7
2024,12,7,580644,48,25,31,44,14,33,28,15,34,22,44,9,30,48
2024,14,7,265114,49,25,22,20,5,16,18,1,15,29,34,37,18,25
2024,17,7,613040,11,47,5,9,12,45,39,7,24,35,43,5,13,27

